expected_sentiment,text,model_output,confidence_score
positive,SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!,positive,0.9553203582763672
positive,"RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV",neutral,0.5049002170562744
positive,@dannygokey I love you DANNY GOKEY!! :),positive,0.9863285422325134
neutral,RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1,neutral,0.9067385196685791
negative,so tired. i didn't sleep well at all last night.,negative,0.8977334499359131
negative,Boarding plane for San Francisco in 1 hour; 6 hr flight. Blech.,negative,0.7547290921211243
negative,bonjour San Francisco. My back hurts from last night..,negative,0.8597881197929382
neutral,"breakers. in San Francisco, CA http://loopt.us/4v88Bw.t",neutral,0.787621259689331
neutral,Heading to San Francisco,neutral,0.8454253673553467
positive,With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!,positive,0.9897386431694031
negative,"F*** up big, or go home - AIG",negative,0.4920974373817444
positive,Went to see the Star Trek movie last night.  Very satisfying.,positive,0.9840908646583557
positive,"I can't wait, going to see star trek tonight!!",positive,0.9903364181518555
positive,Star Trek was as good as everyone said!!,positive,0.9833754897117615
positive,am loving new malcolm gladwell book - outliers,positive,0.9861419796943665
positive,I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well.,positive,0.976851761341095
negative,Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot,negative,0.8677394390106201
negative,"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit",negative,0.9478294253349304
positive,RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell.,positive,0.9598228335380554
positive,I seriously underestimated Malcolm Gladwell.  I want to meet this dude.,positive,0.4709681570529938
negative,i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do,negative,0.9593501687049866
negative,Comcast sucks.,negative,0.9236924648284912
negative,The day I never have to deal with Comcast again will rank as one of the best days of my life.,positive,0.8954167366027832
negative,@Dommm did comcast fail again??,negative,0.8202639222145081
neutral,How do you use the twitter API?... http://bit.ly/4VBhH,neutral,0.9457619786262512
negative,curses the Twitter API limit,neutral,0.6178373694419861
negative,"Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!",negative,0.7427175641059875
neutral,testing Twitter API,neutral,0.8285703659057617
negative,Arg. Twitter API is making me crazy.,negative,0.7817656993865967
neutral,Testing Twitter API. Remote Update,neutral,0.8821979761123657
positive,I'm really loving the new search site Wolfram/Alpha. Makes Google seem so ... quaint. http://www72.wolframalpha.com/,positive,0.9817907810211182
negative,"#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!",negative,0.9475205540657043
positive,Off to the NIKE factory!!!,positive,0.5817291140556335
positive,New nike muppet commercials are pretty cute. Why do we live together again?,positive,0.9052737951278687
neutral,New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS,neutral,0.8819651007652283
neutral,New blog post: Nike Trainer 1 http://bit.ly/394bp,neutral,0.8138565421104431
negative,@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :(,positive,0.6834245920181274
positive,@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ...,positive,0.9880266189575195
negative,"arhh, It's weka bug. = ="" and I spent almost two hours to find that out. crappy me",negative,0.9356898069381714
positive,"@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more",positive,0.9812961220741272
positive,@jonduenas @robynlyn just got us a 50D for the office. :D,positive,0.9382206201553345
positive,Just picked up my new Canon 50D...it's beautiful!!  Prepare for some seriously awesome photography!,positive,0.988362729549408
positive,Just got my new toy. Canon 50D. Love love love it!,positive,0.9887933135032654
positive,Learning about lambda calculus :),positive,0.9388875365257263
neutral,"#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m",neutral,0.8692160248756409
positive,I'm moving to East Palo Alto!,positive,0.5040926933288574
positive,@ atebits I just finished watching your Stanford iPhone Class session. I really appreciate it. You Rock!,positive,0.986946165561676
positive,@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around),positive,0.9732585549354553
neutral,#MBA Admissions Tips Stanford GSB Deadlines and Essay Topics 2009-2010 http://tinyurl.com/pet4fd,neutral,0.941775918006897
neutral,Ethics and nonprofits - http://bit.ly/qsXRp  #stanford #socialentrepreneurship,neutral,0.9017981290817261
positive,LAKERS tonight let's go!!!!,positive,0.9416576027870178
positive,Will the Lakers kick the Nuggets ass tonight?,neutral,0.5863782167434692
negative,Oooooooh... North Korea is in troubleeeee! http://bit.ly/19epAH,negative,0.8538884520530701
negative,Wat the heck is North Korea doing!!??!! They just conducted powerful nuclear tests! Follow the link: http://www.msnbc.msn.com/id/30921379,negative,0.854468584060669
negative,Listening to Obama... Friggin North Korea...,negative,0.8400892019271851
negative,"I just realized we three monkeys in the white Obama.Biden,Pelosi . Sarah Palin 2012",neutral,0.5617828965187073
negative,@foxnews Pelosi should stay in China and never come back.,negative,0.79741370677948
negative,Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this,negative,0.9597017168998718
negative,ugh. the amount of times these stupid insects have bitten me. Grr..,negative,0.9500259757041931
positive,Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p,positive,0.9654854536056519
negative,Just got barraged by a horde of insects hungry for my kitchen light. So scary.,negative,0.9108113646507263
positive,Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;),positive,0.9908379912376404
positive,AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =],positive,0.9549949765205383
positive,Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy.,positive,0.9795931577682495
positive,Could go for a lot of McDonalds. i mean A LOT.,positive,0.7730152010917664
positive,my exam went good. @HelloLeonie: your prayers worked (:,positive,0.9759398698806763
positive,"Only one exam left, and i am so happy for it :D",positive,0.9907785654067993
negative,Math review. Im going to fail the exam.,negative,0.8983036279678345
negative,Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly,positive,0.5390744805335999
negative,obviously not siding with Cheney here: http://bit.ly/19j2d,neutral,0.6048759818077087
positive,Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt,positive,0.9738070964813232
positive,@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV,positive,0.9782401919364929
neutral,Learning jQuery 1.3 Book Review - http://cfbloggers.org/?c=30629,neutral,0.8389384150505066
positive,RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign,positive,0.9693952798843384
positive,I've been sending e-mails like crazy today to my contacts...does anyone have a contact at Goodby SIlverstein...I'd love to speak to them,positive,0.6666956543922424
neutral,Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF,neutral,0.7890272736549377
positive,"Goodby, Silverstein's new site... http://www.goodbysilverstein.com/ I enjoy it.",positive,0.9811218976974487
positive,Wow everyone at the Google I/O conference got free G2's with a month of unlimited service,positive,0.9466712474822998
positive,@vkerkez dood I got a free google android phone at the I/O conference. The G2!,positive,0.8760363459587097
positive,"@Orli the G2 is amazing btw, a HUGE improvement over the G1",positive,0.9845863580703735
positive,"HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio",positive,0.989993155002594
positive,@googleio http://twitpic.com/62shi - Yay! Happy place! Place place!  I love Google!,positive,0.9900062680244446
positive,#GoogleIO | O3D - Bringing 3d graphics to the browser. Very nice tbh. Funfun.,positive,0.9863955974578857
positive,"Awesome viral marketing for ""Funny People"" http://www.nbc.com/yo-teach/",positive,0.9718790650367737
neutral,"Watching a programme about the life of Hitler, its only enhancing my geekiness of history.",neutral,0.4619617760181427
negative,saw night at the museum out of sheer desperation. who is funding these movies?,negative,0.7306137681007385
positive,Night At The Museum 2? Pretty furkin good.,positive,0.9800335764884949
positive,Watching Night at the Museum - giggling.,positive,0.7271392941474915
neutral,"@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office...",positive,0.7693263292312622
neutral,About to watch Night at the Museum with Ryan and Stacy,neutral,0.8657331466674805
neutral,"Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum!",positive,0.5277163982391357
negative,"Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh.",positive,0.6230559349060059
positive,just watched night at the museum 2! so stinkin cute!,positive,0.9834340810775757
positive,"So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up.",positive,0.9894864559173584
neutral,"I think I may have a new favorite restaurant. On our way to see ""Night at the Museum 2”.",positive,0.9571512937545776
neutral,"UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old.",neutral,0.48297831416130066
positive,saw the new Night at the Museum and i loved it. Next is to go see UP in 3D,positive,0.9859154224395752
negative,It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?,negative,0.8800627589225769
negative,"As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al",negative,0.7240946292877197
neutral,Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r,neutral,0.8448469042778015
negative,@Pittstock $GM good riddance.  sad though.,negative,0.8082050681114197
negative,"I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8",negative,0.5597918033599854
negative,Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala,negative,0.9099937081336975
negative,#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb,negative,0.9440609216690063
negative,"Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good.",negative,0.5033793449401855
negative,"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the..",negative,0.9471995830535889
negative,@QuantTrader i own a GM car and it is junk as far as quality compared to a honda,negative,0.830716609954834
negative,sad day...bankrupt GM,negative,0.9040365815162659
negative,is upset about the whole GM thing. life as i know it is so screwed up,negative,0.9430378079414368
negative,whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs,negative,0.9238619208335876
neutral,"Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH",neutral,0.9519108533859253
negative,#WFTB Joining a bit late. My connection was down (boo time warner),negative,0.7981718182563782
negative,Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C.,neutral,0.7501409649848938
negative,i am furious with time warner and their phone promotions!,negative,0.9428011178970337
negative,Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner,negative,0.934628963470459
negative,could time-warner cable suck more?  NO.,negative,0.9325856566429138
negative,Pissed at Time Warner for causin me to have slow internet problems,negative,0.9442670941352844
negative,"@sportsguy33 Ummm, having some Time Warner problems?",neutral,0.6135309934616089
negative,You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j,negative,0.9286726117134094
negative,"RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside.",negative,0.864987850189209
negative,"RT @sportsguy33: New Time Warner slogan: ""Time Warner, where we make you long for the days before cable.""",positive,0.6702395081520081
negative,"confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/",negative,0.8860238790512085
negative,@sportsguy33 Time Warner = epic fail,negative,0.6974100470542908
neutral,Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china,neutral,0.9360893964767456
neutral,Weird Piano Guitar House in China! http://u2s.me/72i8,neutral,0.8364965319633484
neutral,Send us your GM/Chevy photos http://tinyurl.com/luzkpq,neutral,0.8031600117683411
negative,I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM.,negative,0.8157041072845459
negative,"GM files Bankruptcy, not a good sign...",negative,0.8901740908622742
positive,yankees won mets lost. its a good day.,positive,0.9487931728363037
positive,My dentist appt today was actually quite enjoyable.,positive,0.9793902635574341
negative,I hate the effing dentist.,negative,0.9347886443138123
neutral,@stevemoakler i had a dentist appt this morning and had the same conversation!,neutral,0.6894664168357849
negative,@kirstiealley I hate going to the dentist.. !!!,negative,0.9051622152328491
negative,i hate the dentist....who invented them anyways?,negative,0.9505881667137146
negative,this dentist's office is cold :/,negative,0.9006463885307312
neutral,Check this video out -- David After Dentist http://bit.ly/47aW2,neutral,0.6953041553497314
neutral,First dentist appointment [in years] on Wednesday possibly.,neutral,0.8420513272285461
neutral,Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu,neutral,0.9584528207778931
neutral,BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a,neutral,0.9680376648902893
neutral,Portland city politics may undo baseball park http://tinyurl.com/lpjquj,neutral,0.6292713284492493
neutral,"RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s",neutral,0.7458337545394897
neutral,dropped her broccoli walking home from safeway! ;( so depressed,negative,0.9230753779411316
neutral,@ronjon we don't have Safeway.,neutral,0.5249478220939636
positive,Just applied at Safeway!(: Yeeeee!,positive,0.9509283900260925
negative,@ Safeway. Place is a nightmare right now. Bumming.,negative,0.9432467222213745
neutral,at safeway with dad,neutral,0.8034725785255432
negative,"HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;",negative,0.9564825296401978
neutral,"Safeway with Marvin, Janelle, and Auntie Lhu",neutral,0.9323511719703674
neutral,Safeway offering mobile coupons http://bit.ly/ONH7w,neutral,0.6980932354927063
neutral,"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa",neutral,0.7191547751426697
neutral,Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town.,neutral,0.6918109059333801
neutral,"Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake.",neutral,0.6760239601135254
neutral,eating breakfast and then school,neutral,0.8203594088554382
neutral,still hungry after eating....,neutral,0.77006995677948
neutral,10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn,neutral,0.7054967880249023
neutral,"with the boyfriend, eating a quesadilla",neutral,0.6149324178695679
neutral,"Eating dinner. Meat, chips, and risotto.",neutral,0.6216551065444946
neutral,got a new pair of nike shoes. pics up later,positive,0.7243858575820923
neutral,"Nike SB Blazer High ""ACG"" Custom - Brad Douglas - http://timesurl.at/45a448",neutral,0.9259266257286072
positive,Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes,positive,0.9863221645355225
neutral,Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN,neutral,0.8427379131317139
positive,@evelynbyrne have you tried Nike  ? V. addictive.,positive,0.793241024017334
neutral,@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin....,neutral,0.5136443972587585
positive,The Nike Training Club (beta) iPhone app looks very interesting.,positive,0.9592781066894531
negative,argghhhh why won't  my jquery appear in safari bad safari !!!,negative,0.935468316078186
neutral,DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt,neutral,0.9004243612289429
neutral,"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/",neutral,0.7422523498535156
positive,"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js",positive,0.9269012212753296
neutral,"This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq",negative,0.7904670834541321
neutral,I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens.,neutral,0.6680493354797363
neutral,jquery Selectors http://codylindley.com/jqueryselectors/,neutral,0.9232090711593628
neutral,How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ,neutral,0.8406471610069275
neutral,What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO,neutral,0.924476146697998
positive,"SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga",positive,0.9784069657325745
neutral,I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul,negative,0.8626538515090942
positive,"reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio",positive,0.9611973762512207
positive,"I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it.",positive,0.9153814911842346
negative,"I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html",negative,0.9187015891075134
positive,I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis,positive,0.6021441221237183
negative,I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.,negative,0.41004708409309387
positive,I love my Kindle2. No more stacks of books to trip over on the way to the loo.,positive,0.8969870209693909
negative,"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more.",negative,0.7885685563087463
negative,"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)",positive,0.8194815516471863
neutral,@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?,neutral,0.8433841466903687
neutral,@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?,neutral,0.9470221996307373
negative,Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter,positive,0.9471089243888855
negative,"Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass",negative,0.7711950540542603
positive,GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave,positive,0.9636204242706299
negative,looks like summize has gone down. too many tweets from WWDC perhaps?,negative,0.6593047976493835
neutral,I hope the girl at work  buys my Kindle2,neutral,0.5191455483436584
neutral,Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush,positive,0.5731140375137329
positive,"@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen",positive,0.9900013208389282
negative,Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T,negative,0.9415795207023621
positive,@cwong08 I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky.,positive,0.942386269569397
positive,"The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?",positive,0.9071246385574341
positive,"I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha.",positive,0.7954933047294617
neutral,@ruby_gem My primary debit card is Visa Electron.,neutral,0.8467656970024109
neutral,Off to the bank to get my new visa platinum card,neutral,0.7496606111526489
negative,"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?",negative,0.9613759517669678
neutral,has a date with bobby flay and gut fieri from food network,neutral,0.916184663772583
positive,Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest!,positive,0.9862392544746399
positive,Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.,positive,0.9601460695266724
positive,can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.,positive,0.99054354429245
positive,"My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today.",positive,0.8293229341506958
negative,Fighting with LaTex. Again...,neutral,0.7298781275749207
negative,@Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil,positive,0.47705772519111633
negative,"7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more.",negative,0.920015275478363
neutral,How to Track Iran with Social Media: http://bit.ly/2BoqU,neutral,0.927002489566803
negative,Shit's hitting the fan in Iran...craziness indeed #iranelection,negative,0.9045616388320923
negative,Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop.,negative,0.5043224096298218
neutral,Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM),neutral,0.8046318292617798
positive,getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby.,positive,0.957730233669281
neutral,@johncmayer is Bobby Flay joining you?,neutral,0.8906746506690979
positive,i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: @bflay you need a place in Phoenix. We have great peppers here!,positive,0.9798865914344788
negative,"I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster)",negative,0.572549045085907
positive,using Linux and loving it - so much nicer than windows... Looking forward to using the wysiwyg latex editor!,positive,0.9833860993385315
positive,"After using LaTeX a lot, any other typeset mathematics just looks hideous.",negative,0.8928654193878174
neutral,Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] http://tinyurl.com/myfmf7,neutral,0.9134032726287842
negative,"On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now.",negative,0.9407828450202942
positive,Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX.,positive,0.965997040271759
negative,"Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect",negative,0.6428224444389343
negative,Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...,negative,0.9250650405883789
